date,expiration,ticker,underlying_price,option_type,strike,T_years,q,iv,option_price,moneyness_K_over_S,contractSize,r,r_cont
2025-03-13,2025-09-11,PG,166.4076,P,183.05,0.49863,0.068611,0.204079,22.0217,1.1,100,0.0372,0.03652477
2025-03-13,2025-06-12,PLD,107.3941,C,85.92,0.249315,0.0,0.232622,22.3752,0.8,100,0.0386,0.03787365
2025-03-13,2025-06-12,PLD,107.3941,C,107.39,0.249315,0.0,0.22,5.2059,1.0,100,0.0386,0.03787365
2025-03-13,2025-06-12,PLD,107.3941,C,118.13,0.249315,0.0,0.21482,1.4435,1.1,100,0.0386,0.03787365
2025-03-13,2025-06-12,PLD,107.3941,C,128.87,0.249315,0.0,0.210197,0.2552,1.2,100,0.0386,0.03787365
2025-03-13,2025-06-12,PLD,107.3941,P,85.92,0.249315,0.0,0.232622,0.0937,0.8,100,0.0386,0.03787365
2025-03-13,2025-06-12,PLD,107.3941,P,107.39,0.249315,0.0,0.22,4.1926,1.0,100,0.0386,0.03787365
2025-03-13,2025-06-12,PLD,107.3941,P,118.13,0.249315,0.0,0.21482,11.0693,1.1,100,0.0386,0.03787365
2025-03-13,2025-06-12,PLD,107.3941,P,128.87,0.249315,0.0,0.210197,20.52,1.2,100,0.0386,0.03787365
2025-03-13,2025-09-11,PLD,107.3941,C,96.65,0.49863,0.0,0.214578,14.2733,0.9,100,0.0372,0.03652477
2025-03-13,2025-09-11,PLD,107.3941,P,96.65,0.49863,0.0,0.214578,1.7849,0.9,100,0.0372,0.03652477
2025-03-13,2025-06-12,SHW,340.6146,C,306.55,0.249315,0.0,0.225872,39.8623,0.9,100,0.0386,0.03787365
2025-03-13,2025-06-12,SHW,340.6146,C,340.61,0.249315,0.0,0.22,16.507,1.0,100,0.0386,0.03787365
2025-03-13,2025-06-12,SHW,340.6146,C,374.68,0.249315,0.0,0.21482,4.5755,1.1,100,0.0386,0.03787365
2025-03-13,2025-06-12,SHW,340.6146,C,408.74,0.249315,0.0,0.210197,0.8089,1.2,100,0.0386,0.03787365
2025-03-13,2025-06-12,SHW,340.6146,P,306.55,0.249315,0.0,0.225872,2.9168,0.9,100,0.0386,0.03787365
2025-03-13,2025-06-12,SHW,340.6146,P,340.61,0.249315,0.0,0.22,13.3013,1.0,100,0.0386,0.03787365
2025-03-13,2025-06-12,SHW,340.6146,P,374.68,0.249315,0.0,0.21482,35.1196,1.1,100,0.0386,0.03787365
2025-03-13,2025-06-12,SHW,340.6146,P,408.74,0.249315,0.0,0.210197,65.0929,1.2,100,0.0386,0.03787365
2025-03-13,2025-09-11,SHW,340.6146,C,272.49,0.49863,0.0,0.220991,74.2798,0.8,100,0.0372,0.03652477
2025-03-13,2025-09-11,SHW,340.6146,P,272.49,0.49863,0.0,0.220991,1.2374,0.8,100,0.0372,0.03652477
2025-03-13,2025-06-12,SLB,39.282,C,35.35,0.249315,0.007847,0.225872,4.5343,0.9,100,0.0386,0.03787365
2025-03-13,2025-06-12,SLB,39.282,C,39.28,0.249315,0.007847,0.22,1.862,1.0,100,0.0386,0.03787365
2025-03-13,2025-06-12,SLB,39.282,P,35.35,0.249315,0.007847,0.225872,0.3468,0.9,100,0.0386,0.03787365
2025-03-13,2025-06-12,SLB,39.282,P,39.28,0.249315,0.007847,0.22,1.5676,1.0,100,0.0386,0.03787365
2025-03-13,2025-09-11,SLB,39.282,C,31.43,0.49863,0.007847,0.220991,8.4171,0.8,100,0.0372,0.03652477
2025-03-13,2025-09-11,SLB,39.282,C,43.21,0.49863,0.007847,0.204079,1.0514,1.1,100,0.0372,0.03652477
2025-03-13,2025-09-11,SLB,39.282,C,47.14,0.49863,0.007847,0.199688,0.3418,1.2,100,0.0372,0.03652477
2025-03-13,2025-09-11,SLB,39.282,P,31.43,0.49863,0.007847,0.220991,0.1512,0.8,100,0.0372,0.03652477
2025-03-13,2025-09-11,SLB,39.282,P,43.21,0.49863,0.007847,0.204079,4.3529,1.1,100,0.0372,0.03652477
2025-03-13,2025-09-11,SLB,39.282,P,47.14,0.49863,0.007847,0.199688,7.5024,1.2,100,0.0372,0.03652477
2025-03-13,2025-06-12,SO,88.1831,C,70.55,0.249315,0.0,0.232622,18.3731,0.8,100,0.0386,0.03787365
2025-03-13,2025-06-12,SO,88.1831,C,79.36,0.249315,0.0,0.225872,10.3234,0.9,100,0.0386,0.03787365
2025-03-13,2025-06-12,SO,88.1831,C,97.0,0.249315,0.0,0.21482,1.185,1.1,100,0.0386,0.03787365
2025-03-13,2025-06-12,SO,88.1831,C,105.82,0.249315,0.0,0.210197,0.2094,1.2,100,0.0386,0.03787365
2025-03-13,2025-06-12,SO,88.1831,P,70.55,0.249315,0.0,0.232622,0.0769,0.8,100,0.0386,0.03787365
2025-03-13,2025-06-12,SO,88.1831,P,79.36,0.249315,0.0,0.225872,0.7545,0.9,100,0.0386,0.03787365
2025-03-13,2025-06-12,SO,88.1831,P,97.0,0.249315,0.0,0.21482,9.0903,1.1,100,0.0386,0.03787365
2025-03-13,2025-06-12,SO,88.1831,P,105.82,0.249315,0.0,0.210197,16.8518,1.2,100,0.0386,0.03787365
2025-03-13,2025-09-11,SO,88.1831,C,88.18,0.49863,0.0,0.209,5.9768,1.0,100,0.0372,0.03652477
2025-03-13,2025-09-11,SO,88.1831,P,88.18,0.49863,0.0,0.209,4.3822,1.0,100,0.0372,0.03652477
2025-03-13,2025-06-12,SPG,155.56,C,155.56,0.249315,0.0,0.22,7.5377,1.0,100,0.0386,0.03787365
2025-03-13,2025-06-12,SPG,155.56,P,155.56,0.249315,0.0,0.22,6.0758,1.0,100,0.0386,0.03787365
2025-03-13,2025-09-11,SPG,155.56,C,124.45,0.49863,0.0,0.220991,33.9213,0.8,100,0.0372,0.03652477
2025-03-13,2025-09-11,SPG,155.56,C,140.0,0.49863,0.0,0.214578,20.6727,0.9,100,0.0372,0.03652477
2025-03-13,2025-09-11,SPG,155.56,C,171.12,0.49863,0.0,0.204079,4.3548,1.1,100,0.0372,0.03652477
2025-03-13,2025-09-11,SPG,155.56,C,186.67,0.49863,0.0,0.199688,1.4358,1.2,100,0.0372,0.03652477
2025-03-13,2025-09-11,SPG,155.56,P,124.45,0.49863,0.0,0.220991,0.5653,0.8,100,0.0372,0.03652477
2025-03-13,2025-09-11,SPG,155.56,P,140.0,0.49863,0.0,0.214578,2.5861,0.9,100,0.0372,0.03652477
2025-03-13,2025-09-11,SPG,155.56,P,171.12,0.49863,0.0,0.204079,16.8265,1.1,100,0.0372,0.03652477
2025-03-13,2025-09-11,SPG,155.56,P,186.67,0.49863,0.0,0.199688,29.1769,1.2,100,0.0372,0.03652477
2025-03-13,2025-06-12,T,25.5606,C,20.45,0.249315,0.1,0.232622,4.7118,0.8,100,0.0386,0.03787365
2025-03-13,2025-06-12,T,25.5606,C,23.0,0.249315,0.1,0.225872,2.471,0.9,100,0.0386,0.03787365
2025-03-13,2025-06-12,T,25.5606,C,28.12,0.249315,0.1,0.21482,0.2204,1.1,100,0.0386,0.03787365
2025-03-13,2025-06-12,T,25.5606,C,30.67,0.249315,0.1,0.210197,0.0333,1.2,100,0.0386,0.03787365
2025-03-13,2025-06-12,T,25.5606,P,20.45,0.249315,0.1,0.232622,0.0384,0.8,100,0.0386,0.03787365
2025-03-13,2025-06-12,T,25.5606,P,23.0,0.249315,0.1,0.225872,0.3236,0.9,100,0.0386,0.03787365
2025-03-13,2025-06-12,T,25.5606,P,28.12,0.249315,0.1,0.21482,3.1449,1.1,100,0.0386,0.03787365
2025-03-13,2025-06-12,T,25.5606,P,30.67,0.249315,0.1,0.210197,5.4838,1.2,100,0.0386,0.03787365
2025-03-13,2025-09-11,T,25.5606,C,25.56,0.49863,0.1,0.209,1.0959,1.0,100,0.0372,0.03652477
2025-03-13,2025-09-11,T,25.5606,P,25.56,0.49863,0.1,0.209,1.8773,1.0,100,0.0372,0.03652477
2025-03-13,2025-06-12,TSLA,240.68,C,216.61,0.249315,0.005111,0.225872,27.904,0.9,100,0.0386,0.03787365
2025-03-13,2025-06-12,TSLA,240.68,C,264.75,0.249315,0.005111,0.21482,3.164,1.1,100,0.0386,0.03787365
2025-03-13,2025-06-12,TSLA,240.68,C,288.82,0.249315,0.005111,0.210197,0.5547,1.2,100,0.0386,0.03787365
2025-03-13,2025-06-12,TSLA,240.68,P,216.61,0.249315,0.005111,0.225872,2.1047,0.9,100,0.0386,0.03787365
2025-03-13,2025-06-12,TSLA,240.68,P,264.75,0.249315,0.005111,0.21482,25.0524,1.1,100,0.0386,0.03787365
2025-03-13,2025-06-12,TSLA,240.68,P,288.82,0.249315,0.005111,0.210197,46.2868,1.2,100,0.0386,0.03787365
2025-03-13,2025-09-11,TSLA,240.68,C,192.54,0.49863,0.005111,0.220991,51.9089,0.8,100,0.0372,0.03652477
2025-03-13,2025-09-11,TSLA,240.68,C,240.68,0.49863,0.005111,0.209,15.9562,1.0,100,0.0372,0.03652477
2025-03-13,2025-09-11,TSLA,240.68,P,192.54,0.49863,0.005111,0.220991,0.9066,0.8,100,0.0372,0.03652477
2025-03-13,2025-09-11,TSLA,240.68,P,240.68,0.49863,0.005111,0.209,12.225,1.0,100,0.0372,0.03652477
2025-03-13,2025-06-12,UNH,475.1283,C,380.1,0.249315,0.000399,0.232622,98.9679,0.8,100,0.0386,0.03787365
2025-03-13,2025-06-12,UNH,475.1283,C,570.15,0.249315,0.000399,0.210197,1.126,1.2,100,0.0386,0.03787365
2025-03-13,2025-06-12,UNH,475.1283,P,380.1,0.249315,0.000399,0.232622,0.4147,0.8,100,0.0386,0.03787365
2025-03-13,2025-06-12,UNH,475.1283,P,570.15,0.249315,0.000399,0.210197,90.8367,1.2,100,0.0386,0.03787365
2025-03-13,2025-09-11,UNH,475.1283,C,427.62,0.49863,0.000399,0.214578,63.0513,0.9,100,0.0372,0.03652477
2025-03-13,2025-09-11,UNH,475.1283,C,475.13,0.49863,0.000399,0.209,32.1387,1.0,100,0.0372,0.03652477
2025-03-13,2025-09-11,UNH,475.1283,C,522.64,0.49863,0.000399,0.204079,13.274,1.1,100,0.0372,0.03652477
2025-03-13,2025-09-11,UNH,475.1283,P,427.62,0.49863,0.000399,0.214578,7.9201,0.9,100,0.0372,0.03652477
2025-03-13,2025-09-11,UNH,475.1283,P,475.13,0.49863,0.000399,0.209,23.6601,1.0,100,0.0372,0.03652477
2025-03-13,2025-09-11,UNH,475.1283,P,522.64,0.49863,0.000399,0.204079,51.448,1.1,100,0.0372,0.03652477
2025-03-13,2025-06-12,UPS,111.2636,C,89.01,0.249315,0.005652,0.232622,23.0335,0.8,100,0.0386,0.03787365
2025-03-13,2025-06-12,UPS,111.2636,C,122.39,0.249315,0.005652,0.21482,1.4595,1.1,100,0.0386,0.03787365
2025-03-13,2025-06-12,UPS,111.2636,C,133.52,0.249315,0.005652,0.210197,0.2555,1.2,100,0.0386,0.03787365
2025-03-13,2025-06-12,UPS,111.2636,P,89.01,0.249315,0.005652,0.232622,0.1,0.8,100,0.0386,0.03787365
2025-03-13,2025-06-12,UPS,111.2636,P,122.39,0.249315,0.005652,0.21482,11.5924,1.1,100,0.0386,0.03787365
2025-03-13,2025-06-12,UPS,111.2636,P,133.52,0.249315,0.005652,0.210197,21.4138,1.2,100,0.0386,0.03787365
2025-03-13,2025-09-11,UPS,111.2636,C,100.14,0.49863,0.005652,0.214578,14.5279,0.9,100,0.0372,0.03652477
2025-03-13,2025-09-11,UPS,111.2636,C,111.26,0.49863,0.005652,0.209,7.3611,1.0,100,0.0372,0.03652477
2025-03-13,2025-09-11,UPS,111.2636,P,100.14,0.49863,0.005652,0.214578,1.9101,0.9,100,0.0372,0.03652477
2025-03-13,2025-09-11,UPS,111.2636,P,111.26,0.49863,0.005652,0.209,5.6626,1.0,100,0.0372,0.03652477
2025-03-13,2025-06-12,WFC,67.6888,C,54.15,0.249315,0.0,0.232622,14.1066,0.8,100,0.0386,0.03787365
2025-03-13,2025-06-12,WFC,67.6888,C,67.69,0.249315,0.0,0.22,3.2793,1.0,100,0.0386,0.03787365
2025-03-13,2025-06-12,WFC,67.6888,C,81.23,0.249315,0.0,0.210197,0.1606,1.2,100,0.0386,0.03787365
2025-03-13,2025-06-12,WFC,67.6888,P,54.15,0.249315,0.0,0.232622,0.0589,0.8,100,0.0386,0.03787365
2025-03-13,2025-06-12,WFC,67.6888,P,67.69,0.249315,0.0,0.22,2.6443,1.0,100,0.0386,0.03787365
2025-03-13,2025-06-12,WFC,67.6888,P,81.23,0.249315,0.0,0.210197,12.9384,1.2,100,0.0386,0.03787365
2025-03-13,2025-09-11,WFC,67.6888,C,60.92,0.49863,0.0,0.214578,8.994,0.9,100,0.0372,0.03652477
2025-03-13,2025-09-11,WFC,67.6888,C,74.46,0.49863,0.0,0.204079,1.8947,1.1,100,0.0372,0.03652477
2025-03-13,2025-09-11,WFC,67.6888,P,60.92,0.49863,0.0,0.214578,1.1257,0.9,100,0.0372,0.03652477
2025-03-13,2025-09-11,WFC,67.6888,P,74.46,0.49863,0.0,0.204079,7.3221,1.1,100,0.0372,0.03652477
2025-03-13,2025-06-12,WMT,83.8695,C,92.26,0.249315,0.0,0.21482,1.1261,1.1,100,0.0386,0.03787365
2025-03-13,2025-06-12,WMT,83.8695,C,100.64,0.249315,0.0,0.210197,0.1993,1.2,100,0.0386,0.03787365
2025-03-13,2025-06-12,WMT,83.8695,P,92.26,0.249315,0.0,0.21482,8.6496,1.1,100,0.0386,0.03787365
2025-03-13,2025-06-12,WMT,83.8695,P,100.64,0.249315,0.0,0.210197,16.0241,1.2,100,0.0386,0.03787365
2025-03-13,2025-09-11,WMT,83.8695,C,67.1,0.49863,0.0,0.220991,18.2855,0.8,100,0.0372,0.03652477
2025-03-13,2025-09-11,WMT,83.8695,C,75.48,0.49863,0.0,0.214578,11.1459,0.9,100,0.0372,0.03652477
2025-03-13,2025-09-11,WMT,83.8695,C,83.87,0.49863,0.0,0.209,5.6826,1.0,100,0.0372,0.03652477
2025-03-13,2025-09-11,WMT,83.8695,P,67.1,0.49863,0.0,0.220991,0.305,0.8,100,0.0372,0.03652477
2025-03-13,2025-09-11,WMT,83.8695,P,75.48,0.49863,0.0,0.214578,1.3942,0.9,100,0.0372,0.03652477
2025-03-13,2025-09-11,WMT,83.8695,P,83.87,0.49863,0.0,0.209,4.1695,1.0,100,0.0372,0.03652477
2025-03-13,2025-06-12,XOM,106.6855,C,85.35,0.249315,0.019882,0.232622,21.714,0.8,100,0.0386,0.03787365
2025-03-13,2025-06-12,XOM,106.6855,C,117.35,0.249315,0.019882,0.21482,1.3177,1.1,100,0.0386,0.03787365
2025-03-13,2025-06-12,XOM,106.6855,C,128.02,0.249315,0.019882,0.210197,0.2256,1.2,100,0.0386,0.03787365
2025-03-13,2025-06-12,XOM,106.6855,P,85.35,0.249315,0.019882,0.232622,0.1039,0.8,100,0.0386,0.03787365
2025-03-13,2025-06-12,XOM,106.6855,P,117.35,0.249315,0.019882,0.21482,11.4068,1.1,100,0.0386,0.03787365
2025-03-13,2025-06-12,XOM,106.6855,P,128.02,0.249315,0.019882,0.210197,20.8845,1.2,100,0.0386,0.03787365
2025-03-13,2025-09-11,XOM,106.6855,C,96.02,0.49863,0.019882,0.214578,13.3265,0.9,100,0.0372,0.03652477
2025-03-13,2025-09-11,XOM,106.6855,C,106.69,0.49863,0.019882,0.209,6.6321,1.0,100,0.0372,0.03652477
2025-03-13,2025-09-11,XOM,106.6855,P,96.02,0.49863,0.019882,0.214578,1.9805,0.9,100,0.0372,0.03652477
2025-03-13,2025-09-11,XOM,106.6855,P,106.69,0.49863,0.019882,0.209,5.7636,1.0,100,0.0372,0.03652477
